time_identifier,year_breakdown,time_period,geographic_level,country_code,country_name,school_type,characteristic_group,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor White and Asian,59126,21397518,835533,608318,227215,3.90481,2.84294,1.06188,4539,7.67683,1477520,235417,141114,94303,15.93325,9.55073,6.38252,459015,44926,20733,19,96,20853,:,3066,51201,599909,94646,18214,104404,6786,224050,823959
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Any other Mixed background,92657,33093609,1386618,989618,397000,4.18999,2.99036,1.19963,8534,9.21031,2706060,431191,259730,171461,15.93427,9.59809,6.33619,750105,74201,26060,42,383,29064,:,7486,89360,976701,140226,37560,199624,14614,392024,1368725
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Asian Total,434300,155239858,6496506,4565375,1931131,4.18482,2.94085,1.24397,36088,8.30946,11677033,1677697,963332,714365,14.36749,8.2498,6.11769,3360597,291532,460810,240,160,112365,:,6274,297966,4529944,1064060,70632,730247,53331,1918270,6448214
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Indian,125049,44376255,1560122,1130121,430001,3.51567,2.54668,0.96899,7144,5.71296,2166035,310102,185178,124924,14.31657,8.54917,5.7674,846906,72981,60928,127,46,41738,:,1013,96479,1120218,263543,14070,135722,11758,425093,1545311
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Pakistani,170207,61321523,2912448,1950445,962003,4.74947,3.18069,1.56879,18171,10.67582,6095020,876274,473254,403020,14.37688,7.7646,6.61228,1415122,122331,256317,59,70,34106,:,3742,104945,1936692,534585,34378,364246,24584,957793,2894485
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Bangladeshi,65138,23484396,1069502,789449,280053,4.5541,3.36159,1.19251,6073,9.32328,2020626,286287,178016,108271,14.16823,8.80994,5.35829,598880,47106,87484,19,14,11598,:,681,38178,783960,134236,11059,125343,7536,278174,1062134
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Any other Asian background,73906,26057684,954434,695360,259074,3.66277,2.66854,0.99423,4700,6.35943,1395352,205034,126884,78150,14.69407,9.09333,5.60074,499689,49114,56081,35,30,24923,:,838,58364,689074,131696,11125,104936,9453,257210,946284
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Black Total,222920,78733644,2407913,1686260,721653,3.0583,2.14173,0.91658,12830,5.75543,3698111,595679,333992,261687,16.10766,9.03142,7.07623,1222408,140961,90843,140,160,36622,:,19585,164696,1675415,191651,70201,419500,35868,717220,2392635
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Black Caribbean,39121,13934996,606989,390910,216079,4.35586,2.80524,1.55062,4345,11.10657,1379025,222701,117627,105074,16.14916,8.52972,7.61944,298597,30107,1547,32,56,7808,:,7711,43637,389495,43730,29602,132977,8985,215294,604789
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Black African,152238,53682353,1426728,1042818,383910,2.65772,1.94257,0.71515,6214,4.08177,1655694,264950,158445,106505,16.00235,9.5697,6.43265,737791,90091,81251,96,56,22732,:,8944,94668,1035629,116662,27191,216274,21041,381168,1416797
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Any other black background,31561,11116295,374196,252532,121664,3.36619,2.27173,1.09447,2271,7.19559,663392,108028,57920,50108,16.28419,8.73089,7.5533,186020,20763,8045,12,48,6082,:,2930,26391,250291,31259,13408,70249,5842,120758,371049
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Chinese,19314,6836824,157831,115031,42800,2.30854,1.68252,0.62602,505,2.61468,135617,20101,12770,7331,14.82189,9.41622,5.40566,76045,12440,581,29,5,10275,:,136,13861,113372,29583,2117,9107,1092,41899,155271
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Any Other Ethnic Group,80629,27949428,1140974,777056,363918,4.08228,2.78022,1.30206,6592,8.17572,1886755,292183,163971,128212,15.48601,8.69064,6.79537,536704,65574,77155,33,186,22873,:,2341,64649,769515,156104,16147,172805,14999,360055,1129570
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Minority ethnic total,Ethnicity Minority Ethnic Group,1332251,472716605,19591169,13577035,6014134,4.14438,2.87213,1.27225,118876,8.92294,36787366,5887503,3343411,2544092,16.00414,9.08848,6.91567,10044569,966878,725572,682,135849,356778,:,70652,1099952,13400932,2441170,352231,2935102,209105,5937608,19338540
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Unclassified,53804,14726590,712278,490087,222191,4.83668,3.32791,1.50877,7432,13.8131,1616135,289867,168073,121794,17.93582,10.39969,7.53613,350671,35645,16466,54,4761,13951,:,3340,53694,478582,71413,16388,120333,8893,217027,695609
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,NC Year,NC Year 1 and below,666611,240601711,10649884,7794495,2855389,4.42635,3.23958,1.18677,63262,9.49009,20982669,3287368,2112459,1174909,15.66706,10.06764,5.59943,6144685,586044,126308,113,32432,216362,:,29750,504425,7640119,1320400,209954,1186405,84132,2800891,10441010
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,NC Year,NC Year 2,676885,245336033,9771412,6951268,2820144,3.98287,2.83337,1.1495,52104,7.69761,17230180,2695263,1640313,1054950,15.64269,9.52,6.12269,5388943,535288,129094,174,32662,207394,:,39772,481643,6814970,1319331,204217,1159147,83837,2766532,9581502
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,NC Year,NC Year 3,675973,244656926,9457182,6684961,2772221,3.86549,2.73238,1.13311,50389,7.45429,16588804,2627352,1592001,1035351,15.8381,9.59684,6.24126,5113446,521910,129580,192,32704,205638,:,49554,499120,6552144,1263379,195195,1177317,83378,2719269,9271413
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,NC Year,NC Year 4,662878,240433510,9346062,6620172,2725890,3.88717,2.75343,1.13374,50184,7.57062,16649439,2655156,1615816,1039340,15.94742,9.70493,6.24249,5056505,512485,129764,205,34503,200071,:,51033,504133,6488699,1208617,181640,1198072,86266,2674595,9163294
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,NC Year,NC Year 5,637952,232061386,9250969,6613176,2637793,3.98643,2.84975,1.13668,50883,7.97599,17025030,2748522,1692203,1056319,16.14401,9.9395,6.20451,5057913,504494,128427,353,32363,179494,:,58103,518797,6479944,1108306,168288,1221617,87120,2585331,9065275
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,NC Year,NC Year 6,630905,232472804,9240849,6720094,2520755,3.97502,2.8907,1.08432,48395,7.67073,16629979,2702735,1682620,1020115,16.25219,10.11799,6.13419,5098957,509266,126845,676,26994,159530,:,67187,591757,6581212,1001795,158033,1228580,83668,2472076,9053288
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,NC Year,NC Year 7,810,300386,14821,11090,3731,4.93398,3.69192,1.24207,95,11.7284,32576,5795,4089,1706,17.78917,12.55219,5.23698,8520,838,71,0,342,200,:,182,937,11090,1435,95,2150,51,3731,14821
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,NC Year,NC Year 8,319,118172,5742,3613,2129,4.85902,3.05741,1.80161,25,7.83699,7736,2198,1150,1048,28.41262,14.86556,13.54705,2721,415,108,0,126,40,:,22,181,3613,451,43,1632,3,2129,5742
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,NC Year,NC Year Not followed or missing,33372,951938,154562,62348,92214,16.23656,6.54959,9.68698,13408,40.17739,338697,141289,53215,88074,41.71546,15.71168,26.00377,26413,2579,538,4,1243,506,:,1581,28676,61540,8250,1925,74041,7027,91243,152783
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,FSM,FSM eligible,642743,228077465,13798446,8957948,4840498,6.04989,3.92759,2.1223,116132,18.06819,38433515,6546646,3689176,2857470,17.03369,9.59885,7.43484,6784647,702878,150205,171,61134,131385,:,136531,825378,8792329,1032386,524014,3026128,177498,4760026,13552355
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,FSM,FSM Not eligible,3309590,1207903463,43938475,32440921,11497554,3.63758,2.68572,0.95186,199205,6.01902,66712898,10177743,6651475,3526268,15.25603,9.9703,5.28574,25087043,2467862,619992,1542,130992,1037344,:,159072,2275615,31779462,6191328,593451,4148792,330957,11264528,43043990
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,FSM,FSM unclassified,33372,951938,154562,62348,92214,16.23656,6.54959,9.68698,13408,40.17739,338697,141289,53215,88074,41.71546,15.71168,26.00377,26413,2579,538,4,1243,506,:,1581,28676,61540,8250,1925,74041,7027,91243,152783
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,FSM ever 6,FSM eligible in last 6 years,963423,341489688,19148972,12579660,6569312,5.60748,3.68376,1.92372,154740,16.06148,50236754,8410494,4779876,3630618,16.74171,9.5147,7.22702,9578968,971030,225933,403,70730,200160,:,178054,1119500,12344778,1592663,662469,3961078,244373,6460583,18805361
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,FSM ever 6,FSM not eligible in last 6 years,2984229,1091035973,38326264,28660462,9665802,3.51283,2.6269,0.88593,162607,5.44888,54172377,8142227,5470457,2671770,15.03022,10.09824,4.93198,22195718,2190371,536135,1300,115408,963701,:,111021,1958648,28072302,5600062,451252,3152508,259946,9463768,37536070
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,FSM ever 6,FSM unclassified in last 6 years,38053,4407205,416247,221095,195152,9.44469,5.01667,4.42802,11398,29.95296,1075979,312957,143533,169424,29.08579,13.33976,15.74603,123417,11918,8667,14,7231,5374,:,8109,51521,216251,39239,5669,135375,11163,191446,407697
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN Provision,SEN provision No identified SEN,3359381,1222055168,45811737,32838256,12973481,3.74875,2.68713,1.06161,227455,6.77074,75680129,11399877,6859140,4540737,15.06324,9.06333,5.99991,25920075,2273422,665986,1405,145057,993506,:,83779,2109247,32192477,6209216,789336,5333460,390666,12722678,44915155
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN Provision,SEN provision Statement or EHCP,64614,23121405,1610557,1268975,341582,6.96565,5.48831,1.47734,12766,19.75733,4265501,899500,683934,215566,21.08779,16.03408,5.05371,746240,178380,11925,50,3047,30946,:,37334,232780,1240702,101055,35676,185759,12399,334889,1575591
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN Provision,SEN provision SEN Support,528816,190858324,10320578,7294710,3025868,5.40746,3.82205,1.5854,75301,14.23955,25220336,4429688,2799758,1629930,17.56395,11.10119,6.46276,5207176,719102,92365,258,44154,144297,:,174512,759801,7141665,914027,292544,1657716,105567,2969854,10111519
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN Provision,SEN provision Unclassified,32894,897969,148611,59276,89335,16.54968,6.60112,9.94856,13223,40.19882,319144,136613,51034,85579,42.80607,15.9909,26.81517,24612,2415,459,4,1111,486,:,1559,27841,58487,7666,1834,72026,6850,88376,146863
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Autistic spectrum disorder,45558,16573556,996276,757275,239001,6.01124,4.56918,1.44206,7000,15.36503,2403501,491880,352860,139020,20.46515,14.68108,5.78406,485578,70641,7179,64,908,19843,:,16588,138482,739283,73740,24354,128414,8527,235035,974318
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Hearing impairment,9825,3608898,181435,136254,45181,5.02743,3.7755,1.25193,1166,11.86768,410094,65980,44253,21727,16.08899,10.79094,5.29805,90564,26952,2554,3,691,3163,:,772,8731,133430,19461,2886,20811,1227,44385,177815
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Moderate learning difficulty,126180,45908431,2513270,1700154,813116,5.47453,3.70336,1.77117,18612,14.75036,6414994,1066970,620409,446561,16.63244,9.67123,6.96121,1292645,148635,24951,37,18498,32021,:,18304,133523,1668614,235015,76159,461116,27457,799747,2468361
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Multi-sensory impairment,1835,666769,39849,31297,8552,5.97643,4.69383,1.2826,298,16.23978,103881,18638,13971,4667,17.94168,13.44904,4.49264,20453,5066,226,0,2,706,:,405,3559,30417,3000,880,4121,301,8302,38719
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need No specialist assessment,24087,8743545,459054,321874,137180,5.2502,3.68128,1.56893,3354,13.92452,1147368,185736,114393,71343,16.18801,9.97004,6.21797,240909,26254,4530,49,2855,5994,:,4489,24264,309344,41624,12492,73923,4763,132802,442146
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Other difficulty/disability,22267,8130037,512531,392258,120273,6.30417,4.8248,1.47937,3920,17.60453,1381364,258030,190177,67853,18.67936,13.76733,4.91203,271865,60402,3219,5,1133,8444,:,4391,35495,384954,38247,11636,63635,4764,118282,503236
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Physical disability,15953,5839035,466869,388624,78245,7.99565,6.65562,1.34003,4003,25.09246,1429973,281560,231536,50024,19.68988,16.19163,3.49825,238120,95338,2857,28,323,8370,:,1088,34757,380881,27625,7549,38593,2860,76627,457508
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Profound and multiple learning difficulty,1382,497278,42632,36099,6533,8.57307,7.25932,1.31375,360,26.0492,125501,27045,22617,4428,21.54963,18.02137,3.52826,22296,7272,237,0,5,875,:,173,4651,35509,2004,855,3226,314,6399,41908
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Social emotional and mental health,94785,33684466,2182385,1554049,628336,6.47891,4.61355,1.86536,17488,18.45018,5707414,1178187,789540,388647,20.6431,13.83359,6.80951,887603,136289,9060,35,3473,27572,:,124957,322792,1511781,143352,79968,369398,21400,614118,2125899
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Speech language and communications needs,158869,57955504,2878691,2062540,816151,4.96707,3.55883,1.40824,19160,12.06025,6627764,1092295,687985,404310,16.4806,10.38035,6.10025,1537382,205307,37281,57,10184,41236,:,23343,175085,2029875,271433,72504,431028,28720,803685,2833560
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Severe learning difficulty,3689,1320147,87370,67364,20006,6.6182,5.10277,1.51544,691,18.73136,233057,44905,32612,12293,19.26782,13.99314,5.27468,43704,9761,673,0,229,1743,:,611,9591,66312,6041,2088,10848,649,19626,85938
Academic year,six half terms,201819,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Specific learning difficulty,57084,20925858,1016554,737210,279344,4.85788,3.52296,1.33492,6445,11.29038,2235155,367433,234081,133352,16.43882,10.4727,5.96612,561453,66813,5769,23,5787,16964,:,7386,59276,723471,99716,24283,140400,10160,274559,998030
